emp_id,firstname,lastname,startdate,exitdate,title,supervisor,businessunit,employeestatus,employeetype,payzone,employeeclassificationtype,terminationdescription,departmenttype,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,performance_score,current_rating,is_active
2110,Richard,Deleon,2021-06-04,,Production Technician I,Jessica Shaffer,CCDR,Active,Contract,Zone C,Temporary,Active,Production       ,General - Sga,,MA,Vp,Female,97553,Black,Single,Exceeds,4,True
2111,Carmelo,Hayden,2022-03-29,2022-07-30,Production Technician I,Sharon Salas,SVG,Active,Full-Time,Zone A,Temporary,Arrive allow reveal move.,Production       ,General - Con,,MA,Lineman,Female,92067,Asian,Single,Needs Improvement,5,False
2112,Emilio,Pierce,2019-07-30,2020-01-21,Production Technician I,Cristina Davis,EW,Active,Part-Time,Zone B,Temporary,Guy present clear.,Production       ,Engineers,,MA,Technician,Female,65114,Other,Widowed,Exceeds,4,False
2113,Emerson,Wood,2020-07-09,2022-12-10,Production Technician I,Lisa Manning,MSC,Active,Part-Time,Zone B,Full-Time,Out phone market. Time parent economy each.,Production       ,General - Con,,MA,Clerk,Female,9677,White,Widowed,Exceeds,2,False
2114,Abagail,Moran,2019-08-24,,Production Technician II,Caitlin Stokes,NEL,Active,Contract,Zone C,Part-Time,Active,Production       ,Engineers,,MA,Project Manager,Female,38475,White,Single,Exceeds,4,True
2115,Nikhil,Cummings,2019-04-15,2023-05-10,Production Technician II,Kristin White,PL,Active,Contract,Zone A,Part-Time,Although center movement stock. While you local.,Production       ,Billable Consultants,,MA,Engineer,Female,25166,Asian,Married,Exceeds,2,False
2116,Stanley,Bowen,2021-08-21,,Production Technician II,David Cook,BPC,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Engineers,,MA,Engineer,Female,81288,Black,Divorced,Needs Improvement,4,True
2117,Terrell,Hanna,2020-06-22,,Production Technician II,Blake Proctor,CCDR,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,45637,Hispanic,Divorced,Exceeds,2,True
2118,Dale,Mendoza,2020-01-28,,Production Technician II,Sherry Le,SVG,Active,Part-Time,Zone C,Temporary,Active,Production       ,Project Management - Eng,,MA,Coordinator,Female,41529,White,Widowed,Exceeds,5,True
2119,Marcos,Carey,2019-03-29,,Production Technician II,Susan Smith,EW,Active,Part-Time,Zone A,Temporary,Active,Production       ,General - Con,,MA,Foreman,Female,72491,White,Married,Exceeds,5,True
2120,Simeon,Pittman,2018-10-05,,Production Technician II,William Waters,MSC,Active,Contract,Zone C,Full-Time,Active,Production       ,Wireline Construction,,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2,True
2121,Jenna,Cochran,2020-08-20,,Production Technician II,Angel Rhodes,TNS,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Splicing,,MA,Splicer,Female,12265,Asian,Married,Exceeds,5,True
2122,Tia,Kent,2021-06-11,2022-11-14,Production Technician I,William Thomas,BPC,Active,Full-Time,Zone C,Temporary,Company event positive along avoid.,Production       ,General - Con,,MA,Locator,Female,65636,Asian,Married,Needs Improvement,5,False
2123,Chace,Farley,2021-09-10,,Production Technician I,Jackie Tran,CCDR,Active,Contract,Zone B,Temporary,Active,Production       ,Catv,,MA,Project Manager,Female,96364,White,Widowed,Exceeds,2,True
2124,Spencer,Hicks,2023-02-21,2023-07-09,Production Technician I,Kristin Lee,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,New serve test what conference management.,Production       ,Wireline Construction,,MA,Laborer,Female,42707,White,Single,Exceeds,2,False
2125,Leslie,Zamora,2019-08-09,,Production Technician I,Sean Ayers,EW,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Engineers,,MA,Project Manager,Female,1514,White,Divorced,Exceeds,4,True
2126,Chasity,Kennedy,2021-03-08,2022-10-07,Production Technician I,Steven Logan,MSC,Active,Part-Time,Zone C,Temporary,Will cut garden exist ability its human.,Production       ,Technology / It,,MA,Helpdesk,Female,35121,Black,Married,PIP,1,False
2127,Makena,Benitez,2019-07-20,,Production Technician I,Pamela Davis,TNS,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Foreman,Female,36490,Black,Single,Needs Improvement,4,True
2128,Remington,Walton,2023-03-27,,Production Technician I,Catherine Lane,PYZ,Active,Full-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Foreman,Female,85293,Black,Widowed,Needs Improvement,2,True
2129,Raina,Best,2019-10-07,,Production Technician I,Samantha Alexander,WBL,Active,Part-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Technician,Male,40632,Other,Divorced,Needs Improvement,2,True
2130,Paulina,Henderson,2022-12-13,,Production Technician I,Jade Quinn,NEL,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,,MA,Tower Hand,Female,54337,Other,Married,Needs Improvement,1,True
2131,Kaiya,Marsh,2020-06-06,2022-03-12,Production Technician I,John Harvey,PL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Dream enough treatment knowledge area.,Production       ,Field Operations,,MA,Laborer,Female,88590,Black,Widowed,Needs Improvement,4,False
2132,Scarlett,Brooks,2022-04-25,,Production Technician I,Christine Campbell,BPC,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Fielders,,MA,Technician,Female,70052,Other,Widowed,Needs Improvement,2,True
2133,Makhi,Kramer,2020-07-28,,Production Technician I,Adriana Wood,CCDR,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Tower Hand,Female,88134,Black,Single,PIP,1,True
2134,Beatrice,Faulkner,2022-02-28,2023-05-31,Production Technician I,Vanessa Garcia,SVG,Active,Part-Time,Zone B,Temporary,Out always about must with ago here.,Production       ,Aerial,,MA,Foreman,Female,36904,Hispanic,Widowed,Exceeds,2,False
2135,Valeria,Mayo,2021-10-25,2023-02-18,Production Technician I,Shaun Barr,EW,Active,Contract,Zone A,Part-Time,Board from heart ago allow list.,Production       ,Engineers,,MA,Technician,Female,65653,Asian,Married,Exceeds,2,False
2136,Darrell,Vaughan,2018-09-12,2020-07-11,Production Technician I,Elizabeth Ray,MSC,Active,Part-Time,Zone A,Part-Time,Despite expect democratic then affect toward.,Production       ,Underground,,MA,Labor,Female,19006,Other,Divorced,Exceeds,1,False
2137,Carlos,Murphy,2022-12-31,2023-01-15,Production Technician II,Joseph Guerra,CCDR,Future Start,Contract,Zone B,Full-Time,Fight perhaps along western.,Production       ,General - Con,,MA,Laborer,Female,53948,Black,Married,Exceeds,5,False
2138,Wilson,Sloan,2021-11-04,2023-06-10,Production Technician II,Charles Castillo,EW,Active,Contract,Zone C,Temporary,Direction garden particularly trial.,Production       ,Project Management - Con,,MA,Evp,Female,69346,Hispanic,Divorced,Exceeds,2,False
2139,Kaleb,Elliott,2020-05-05,,Production Technician II,Laura Fernandez,MSC,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Aerial,,MA,Laborer,Female,3763,White,Widowed,Exceeds,2,True
2140,Harley,Jones,2020-12-08,,Production Technician II,Christine Bryant,NEL,Active,Contract,Zone A,Part-Time,Active,Production       ,Engineers,,MA,Supervisor,Female,74489,Black,Widowed,Exceeds,2,True
2141,Casey,Dixon,2018-09-29,2023-05-20,Production Technician II,Andrea Simmons,PL,Active,Contract,Zone C,Full-Time,Many with summer.,Production       ,Aerial,,MA,Foreman,Female,73814,Hispanic,Married,Exceeds,2,False
2142,Josue,Gentry,2020-01-09,2020-11-02,Production Technician II,Jill Hubbard,PYZ,Active,Contract,Zone A,Temporary,Often his world its threat last.,Production       ,Engineers,,MA,Engineer,Female,40697,Other,Widowed,Exceeds,2,False
2143,Adelaide,Meyer,2020-07-01,2022-10-31,Production Technician II,Jessica Morales,SVG,Future Start,Contract,Zone A,Temporary,Gas group whose within step clear choose.,Production       ,Yard (Material Handling),,MA,Coordinator,Female,46121,Asian,Divorced,Exceeds,1,False
2144,Pierre,Craig,2022-08-25,,Production Technician II,Matthew Valdez,TNS,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2,True
2145,Leo,Hickman,2019-02-27,,Production Technician II,Alex Price,WBL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,General - Sga,,MA,Coordinator,Female,58886,Other,Divorced,Exceeds,1,True
2146,Frankie,Franklin,2019-12-25,2023-06-04,Production Technician I,Jerry Peters,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Line close that rich.,Production       ,Splicing,,MA,Model Assistant,Female,73772,Other,Divorced,Exceeds,2,False
2147,Vance,Cain,2020-08-14,2021-10-27,Production Technician I,Jessica Myers,NEL,Active,Contract,Zone B,Temporary,Gas also suffer air support size make.,Production       ,Aerial,,MA,Lineman,Female,80599,Hispanic,Divorced,Exceeds,4,False
2148,Joel,Koch,2021-07-30,,Production Technician I,Andrea Morales,PL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Splicing,,MA,Splicer,Female,75427,Black,Widowed,Exceeds,5,True
2149,Cheyanne,Hess,2021-05-02,2023-06-27,Production Technician I,Charles Williams,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Development produce health drop should.,Production       ,Project Management - Con,,MA,Coordinator,Female,90636,White,Single,Exceeds,5,False
2150,Ishaan,Sheppard,2023-01-21,2023-03-29,Production Technician I,Eric Rivera,SVG,Active,Full-Time,Zone B,Full-Time,Onto brother heavy this job.,Production       ,Splicing,,MA,Splicer,Female,73850,Asian,Widowed,Exceeds,5,False
2151,Areli,Mitchell,2021-01-20,2023-06-27,Production Technician I,Jimmy Watkins,TNS,Active,Contract,Zone B,Temporary,Cut mind yard third.,Production       ,Fielders,,MA,Engineer,Female,47622,Hispanic,Married,Exceeds,1,False
2152,Alexis,Kirby,2020-10-07,,Production Technician I,Keith Odonnell,WBL,Active,Part-Time,Zone C,Temporary,Active,Production       ,Engineers,,MA,Project Manager,Female,70069,White,Widowed,Exceeds,2,True
2153,Alfred,Caldwell,2019-06-15,,Production Technician I,Isaiah Giles,BPC,Active,Contract,Zone C,Part-Time,Active,Production       ,Project Management - Con,,MA,Model Assistant,Female,58613,Other,Married,Exceeds,4,True
2154,Julianna,Vang,2022-04-28,,Production Technician I,Steven Mccarthy,CCDR,Active,Part-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Driller,Male,3793,Other,Married,Exceeds,4,True
2155,Arthur,Wilson,2019-06-29,2023-02-19,Production Technician I,Jesse Montoya,EW,Voluntarily Terminated,Part-Time,Zone B,Full-Time,See take music any idea same military.,Production       ,Finance & Accounting,,MA,Coordinator,Female,72455,Other,Single,Exceeds,4,False
2156,Ariel,Osborn,2018-09-11,2020-03-14,Production Technician I,Melissa Glass,MSC,Active,Part-Time,Zone B,Temporary,Over still care thought to.,Production       ,Executive,,MA,Manager,Female,94916,Black,Widowed,Exceeds,3,False
2157,Ansley,Arias,2020-05-15,2021-12-22,Production Technician I,Heather Swanson,NEL,Active,Contract,Zone A,Full-Time,West run alone address week wear.,Production       ,General - Sga,,MA,Assistant,Female,1687,Asian,Married,Exceeds,4,False
2158,Melany,Stafford,2023-02-23,,Production Technician I,Scott Baker,PL,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Foreman,Female,54978,White,Married,Exceeds,3,True
2159,Matias,Burns,2021-03-23,2022-03-22,Production Technician I,James Medina,PYZ,Active,Full-Time,Zone C,Temporary,Major actually hot cell.,Production       ,Aerial,,MA,Lineman,Female,73141,White,Widowed,Exceeds,5,False
2160,Aden,George,2022-11-07,2023-04-06,Production Technician I,Tyler Sexton,SVG,Active,Full-Time,Zone A,Part-Time,Glass agree upon picture that production.,Production       ,General - Con,,MA,Laborer,Female,5804,Other,Married,Exceeds,3,False
2161,Rodolfo,Franklin,2021-05-19,,Production Technician I,Karen Frank,TNS,Active,Contract,Zone C,Full-Time,Active,Production       ,Project Management - Con,,MA,Engineer,Female,61393,Asian,Single,Exceeds,3,True
2162,Juliet,Wall,2021-01-02,,Production Technician II,Emily Mills,WBL,Active,Full-Time,Zone B,Temporary,Active,Production       ,Project Management - Con,,MA,Project Manager,Female,53999,Asian,Married,Exceeds,3,True
2163,London,Contreras,2019-03-26,,Production Technician II,Anna Garcia,NEL,Active,Contract,Zone B,Full-Time,Active,Production       ,General - Sga,,MA,Lineman,Female,32240,White,Married,Exceeds,1,True
2164,Kyler,Burton,2020-09-28,,Production Technician II,Jennifer Moore,PL,Active,Part-Time,Zone C,Full-Time,Active,Production       ,General - Eng,,MA,Technician,Female,95333,Black,Divorced,Exceeds,3,True
2165,Yasmine,Hughes,2019-03-16,2020-04-26,Production Technician II,Tracey Cox,BPC,Active,Contract,Zone C,Full-Time,Line know television.,Production       ,Field Operations,,MA,Laborer,Female,26451,Asian,Divorced,Exceeds,3,False
2166,Dillon,Sullivan,2019-03-20,,Production Technician II,Michelle Kennedy,CCDR,Active,Contract,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Operator,Female,7438,Asian,Widowed,Exceeds,3,True
2167,Kendrick,Ashley,2018-12-30,2020-08-10,Production Technician II,Theresa Olson,SVG,Future Start,Part-Time,Zone B,Temporary,Maintain race expert cost continue store.,Production       ,Technology / It,,MA,Administrator,Female,5348,Hispanic,Divorced,Exceeds,3,False
2168,Rashad,Mayo,2018-08-08,,Production Technician II,Denise Roach,EW,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Technician,Female,26000,Black,Divorced,Exceeds,3,True
2169,Larissa,Warner,2020-07-04,2022-05-11,Production Technician II,Sarah Harrison,MSC,Active,Full-Time,Zone A,Full-Time,Method suggest leave process deep tough seek.,Production       ,General - Con,,MA,Flagger,Female,81396,Black,Widowed,Exceeds,3,False
2170,Delilah,Cooke,2023-01-29,,Production Technician I,Shawn Prince,PL,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Wireline Construction,,MA,Billing,Female,65842,Black,Widowed,Exceeds,3,True
2171,Simone,Sharp,2021-08-09,2022-05-27,Production Technician I,Nicholas Ho,BPC,Active,Full-Time,Zone A,Part-Time,Change lose be mention blue rise society.,Production       ,Executive,,MA,Executive Assistant,Female,34460,Hispanic,Married,Exceeds,3,False
2172,Cristofer,Mcbride,2021-05-16,2023-06-30,Production Technician I,Jennifer Collins,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Cost he international center head.,Production       ,Field Operations,,MA,Laborer,Female,84884,Other,Single,Exceeds,3,False
2173,Charlize,Wong,2021-08-14,2021-10-08,Production Technician I,Ryan Armstrong,SVG,Voluntarily Terminated,Contract,Zone A,Part-Time,Others pull establish maintain dark at.,Production       ,Engineers,,MA,Engineer,Female,6115,Asian,Divorced,Exceeds,3,False
2174,Adelaide,Herman,2022-02-08,,Production Technician I,Mark Moore,EW,Active,Full-Time,Zone B,Temporary,Active,Production       ,General - Eng,,MA,Coordinator,Female,6918,Black,Married,Exceeds,3,True
2175,Kason,Ellison,2019-12-16,2020-06-21,Production Technician I,Julia Mitchell,MSC,Active,Contract,Zone C,Temporary,Somebody include mention staff determine.,Production       ,Field Operations,,MA,Technician,Female,71740,Hispanic,Widowed,Exceeds,2,False
2176,Tyree,Weaver,2021-10-07,,Production Technician I,Theresa Welch,TNS,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Foreman,Female,4056,Asian,Married,Exceeds,2,True
2177,Landen,Figueroa,2020-12-23,,Production Technician I,Nicholas Robertson,PYZ,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Catv,,MA,Supervisor,Male,35807,Asian,Single,PIP,4,True
2178,Francis,Robbins,2022-11-01,,Production Technician I,Amy Hinton,WBL,Active,Contract,Zone B,Part-Time,Active,Production       ,Fielders,,MA,Engineer,Female,86281,Hispanic,Married,PIP,4,True
2179,Raphael,Solomon,2022-10-28,2023-05-27,Production Technician I,Christopher Gardner,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Tree read security individual.,Production       ,Project Management - Con,,MA,Supervisor,Female,28181,Black,Widowed,PIP,4,False
2180,Zariah,Castaneda,2018-11-03,2023-05-03,Production Technician I,Elizabeth Koch,PL,Active,Full-Time,Zone A,Full-Time,Cultural later per thank.,Production       ,Field Operations,,MA,Technician,Female,74027,Hispanic,Widowed,PIP,5,False
2181,Trevin,Lambert,2019-03-05,2020-03-16,Production Technician I,Nathaniel Harvey,BPC,Active,Contract,Zone A,Temporary,Every maybe feel court.,Production       ,Field Operations,,MA,Foreman,Female,94011,Black,Single,PIP,5,False
2182,Nathalie,Hays,2021-03-14,,Production Technician I,Sharon Thompson,CCDR,Active,Full-Time,Zone A,Part-Time,Active,Production       ,General - Eng,,MA,Engineer,Female,96129,Black,Widowed,Exceeds,4,True
2183,Bria,Bush,2018-12-13,,Production Technician I,Vickie Garrett,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,Finance & Accounting,,MA,Manager,Female,81415,White,Divorced,Exceeds,5,True
2184,Mason,Brewer,2021-09-05,2023-03-31,Production Technician I,Jeremy Ritter,EW,Active,Full-Time,Zone C,Part-Time,Line operation form notice.,Production       ,Aerial,,MA,Laborer,Female,22258,Other,Divorced,Exceeds,2,False
2185,Salvatore,Snyder,2020-05-17,2022-02-18,Production Technician II,Todd Henson,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Lawyer her author poor. Person determine before.,Production       ,Aerial,,MA,Groundman,Female,13138,Asian,Single,Exceeds,5,False
2186,Vivian,Hickman,2023-03-03,2023-03-23,Production Technician II,Nathan Bush,NEL,Active,Part-Time,Zone A,Temporary,Speech street suggest call edge.,Production       ,Field Operations,,MA,Technician,Male,74447,Hispanic,Married,Exceeds,1,False
2187,Amaris,Kirk,2020-02-28,,Production Technician II,Erica Wilson,PL,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Engineers,,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5,True
2188,Grant,York,2021-02-11,2023-06-28,Production Technician II,Patrick Garner,BPC,Active,Part-Time,Zone A,Part-Time,Minute accept the must.,Production       ,Field Operations,,MA,Laborer,Female,1509,Black,Married,Exceeds,2,False
2189,Tyree,Mahoney,2019-01-25,,Production Technician II,Daniel Mullins,CCDR,Active,Part-Time,Zone B,Temporary,Active,Production       ,Shop (Fleet),,MA,Shop,Female,15861,White,Divorced,Needs Improvement,5,True
2190,Kimberly,Horn,2023-04-25,2023-06-15,Production Technician II,Steven Kennedy,SVG,Active,Part-Time,Zone C,Full-Time,Ago determine fact itself. Act employee but.,Production       ,General - Con,,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5,False
2191,Paul,Moreno,2021-02-14,2023-04-19,Production Technician II,Joshua Nguyen,EW,Active,Contract,Zone C,Part-Time,Kid oil news part.,Production       ,Engineers,,MA,Engineer,Female,47342,Asian,Married,Needs Improvement,5,False
2192,Macey,Christian,2020-10-07,2023-01-18,Production Technician II,Robert Wallace,MSC,Active,Part-Time,Zone C,Part-Time,Economy instead sense.,Production       ,General - Con,,MA,Administration,Female,41219,Black,Divorced,Needs Improvement,1,False
2193,Joel,Bowen,2019-02-28,2023-06-01,Production Technician I,Carol Ingram,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Design and respond dog true knowledge.,Production       ,Field Operations,,MA,Laborer,Male,67704,White,Married,Needs Improvement,4,False
2194,Isis,Vega,2019-07-27,,Production Technician I,Deanna Diaz,PL,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2,True
2195,Josie,Mercer,2023-06-02,2023-07-07,Production Technician I,Traci Dillon,BPC,Active,Contract,Zone C,Part-Time,Popular but sort training region everybody.,Production       ,Underground,,MA,Laborer,Female,46366,Black,Single,Needs Improvement,2,False
2196,Ellie,Ortega,2022-11-14,2023-01-04,Production Technician I,Steven Valdez,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Part not culture news. Here enter must.,Production       ,Underground,,MA,Operator,Male,15989,White,Single,Needs Improvement,5,False
2197,Adrien,Maddox,2018-08-22,2021-11-10,Production Technician I,Tamara Humphrey,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Two job continue often public often.,Production       ,Wireline Construction,,MA,Operator,Female,77437,Asian,Divorced,Needs Improvement,4,False
2198,Landyn,Velez,2022-12-15,2022-12-29,Production Technician I,Joseph Bell,EW,Active,Contract,Zone B,Temporary,Friend country free.,Production       ,Field Operations,,MA,Driver,Female,63184,White,Single,Exceeds,1,False
2199,Lilly,Haynes,2020-05-31,,Production Technician I,Catherine Spencer,MSC,Active,Full-Time,Zone C,Full-Time,Active,Production       ,General - Con,,MA,Manager,Female,15120,White,Divorced,Exceeds,4,True
2200,Bianca,Cardenas,2022-07-19,,Production Technician I,Raven Jackson,TNS,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,4751,Asian,Single,Exceeds,4,True
2201,Cayden,Bartlett,2020-07-01,,Production Technician I,Linda Mills,PYZ,Active,Contract,Zone C,Part-Time,Active,Production       ,Project Management - Con,,MA,Technician,Male,37225,Other,Married,Exceeds,2,True
2202,Desiree,Walker,2020-11-18,,Production Technician I,Sandra Hawkins,WBL,Active,Contract,Zone A,Part-Time,Active,Production       ,Project Management - Con,,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4,True
2203,Colton,Le,2020-02-29,2021-05-20,Production Technician I,Richard Jones,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Together three executive compare.,Production       ,General - Con,,MA,Technician,Female,42742,Asian,Married,Exceeds,1,False
2204,Leonidas,Bridges,2021-09-24,2022-01-28,Production Technician I,Lee Crawford,PL,Active,Part-Time,Zone B,Part-Time,Natural event religious during article total.,Production       ,Shop (Fleet),,MA,Supervisor,Female,58905,Other,Divorced,Needs Improvement,2,False
2205,Gia,Franco,2022-04-13,2023-07-30,Production Technician I,Jason Boyd,BPC,Active,Full-Time,Zone B,Full-Time,Article machine reflect land lose simply medical.,Production       ,General - Sga,,MA,Administrator,Female,32235,Black,Divorced,Needs Improvement,4,False
2206,Audrina,Williams,2022-10-25,,Production Technician I,Tracey Scott,CCDR,Active,Contract,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5,True
2207,Sam,Knight,2021-01-27,,Production Technician I,Juan Owens,SVG,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Welder,Female,97669,Black,Divorced,Needs Improvement,5,True
2208,Lisa,Galia,2018-09-21,,IT Support,Keith Fisher,WBL,Active,Full-Time,Zone B,Full-Time,Active,IT/IS,Fielders,,CT,Technician,Female,6040,Other,Married,Needs Improvement,5,True
2209,Rick,Clayton,2020-04-14,,IT Support,Aaron Ramos,PYZ,Active,Part-Time,Zone C,Part-Time,Active,IT/IS,Wireline Construction,,MA,Groundman,Male,2170,Black,Widowed,Needs Improvement,5,True
2210,Julia,Soto,2021-05-31,2022-10-31,IT Support,Kimberly Frazier,PL,Active,Part-Time,Zone C,Temporary,Quite able race more friend voice choice.,IT/IS,Wireline Construction,,MA,Vp,Female,2360,Black,Single,Exceeds,4,False
2211,Leonara,Lindsay,2020-04-10,,IT Support,Matthew Wood,WBL,Active,Contract,Zone C,Temporary,Active,IT/IS,Field Operations,,CT,Administrator,Female,6070,White,Married,Exceeds,5,True
2212,Savanna,Mayo,2022-07-03,2023-03-22,IT Support,Amber Hoffman,MSC,Active,Full-Time,Zone C,Part-Time,Possible shake fall type discover expert.,IT/IS,Field Operations,,MA,Cfo,Female,74179,White,Widowed,Exceeds,1,False
2213,Branden,Khan,2023-03-15,2023-05-10,IT Support,David Kennedy,EW,Active,Part-Time,Zone A,Full-Time,You suggest area.,IT/IS,Shop (Fleet),,MA,Shop,Female,8415,Asian,Married,Exceeds,5,False
2214,Aiden,Wade,2021-07-29,2022-08-12,IT Support,Amber Johnson,CCDR,Active,Contract,Zone C,Full-Time,Religious far child break thought watch.,IT/IS,Field Operations,,MA,Tower Hand,Female,8196,Black,Married,Exceeds,4,False
2215,Conrad,Ochoa,2022-02-05,2023-01-13,IT Support,Susan Kelly,BPC,Active,Contract,Zone B,Temporary,Ten when myself hit off.,IT/IS,Engineers,,MA,Engineer,Female,95814,Asian,Divorced,Exceeds,1,False
2216,Jaylyn,Bruce,2022-11-09,,IT Manager - Support,Lynn Fry,WBL,Active,Part-Time,Zone B,Temporary,Active,IT/IS,General - Con,,MA,Technician,Female,21899,Hispanic,Single,Exceeds,1,True
2217,Kaylie,Ayers,2020-11-23,2020-12-14,IT Manager - Infra,Donna Brown,TNS,Active,Part-Time,Zone A,Temporary,Knowledge thank speak clearly.,IT/IS,People Services,,CT,Director,Female,52244,Hispanic,Divorced,Exceeds,4,False
2218,Abdullah,Arellano,2019-02-21,2022-10-21,IT Manager - DB,Jacob Christian,SVG,Active,Part-Time,Zone B,Part-Time,Quality heavy security nature amount take room.,IT/IS,Field Operations,,MA,Foreman,Female,29237,Asian,Widowed,Exceeds,4,False
2219,Hazel,Lane,2022-09-25,2023-05-06,IT Support,Lance Torres,SVG,Active,Part-Time,Zone C,Part-Time,Past really million address again forget.,IT/IS,Wireline Construction,,MA,Laborer,Female,8635,Hispanic,Widowed,Exceeds,5,False
2220,Lilah,Harrison,2022-09-17,,IT Support,Charles Johnson,EW,Active,Contract,Zone B,Temporary,Active,IT/IS,General - Eng,,MA,Engineer,Female,30879,Asian,Married,Exceeds,4,True
2221,Cedric,Sawyer,2019-05-31,,IT Support,Megan Walker,MSC,Active,Contract,Zone C,Part-Time,Active,IT/IS,Field Operations,,MA,Laborer,Female,49637,Hispanic,Single,Exceeds,4,True
2222,Caiden,Lam,2020-07-21,2021-08-18,IT Support,Scott Thomas,TNS,Active,Part-Time,Zone A,Temporary,End trouble tonight amount page reach debate.,IT/IS,Wireline Construction,,MA,Laborer,Female,77955,Hispanic,Widowed,Exceeds,4,False
2223,Isla,Hawkins,2020-07-04,,IT Manager - Support,Jason Smith,BPC,Active,Full-Time,Zone C,Temporary,Active,IT/IS,Executive,,MA,Vp,Female,43748,Asian,Widowed,Exceeds,2,True
2224,Hadley,Nash,2020-10-13,,IT Manager - Infra,Eric Clay,CCDR,Active,Full-Time,Zone A,Temporary,Active,IT/IS,Wireline Construction,,CT,Groundman,Female,8958,Asian,Divorced,Exceeds,4,True
2225,Milo,Jensen,2023-05-01,,IT Manager - DB,Kimberly Rosales,EW,Active,Part-Time,Zone A,Full-Time,Active,IT/IS,Engineers,,MA,Project Manager,Male,84923,Black,Divorced,Exceeds,2,True
2226,Zechariah,Strong,2019-03-22,2021-06-17,IT Support,Daniel Blake,SVG,Active,Contract,Zone A,Full-Time,Clearly rule suddenly.,IT/IS,General - Eng,,MA,Administrative,Female,73392,White,Married,Exceeds,1,False
2227,Raymond,Maldonado,2021-12-27,,IT Support,Timothy Young,EW,Active,Contract,Zone B,Full-Time,Active,IT/IS,Aerial,,MA,Lineman,Female,13915,Black,Widowed,Needs Improvement,5,True
2228,Kayley,Romero,2018-08-12,2022-06-13,IT Support,Michael Webb,MSC,Active,Part-Time,Zone B,Part-Time,Partner performance newspaper sense all where.,IT/IS,Wireless,,MA,Laborer,Female,58630,White,Divorced,PIP,4,False
2229,Antonio,Gray,2022-12-28,,IT Support,Mitchell Wilson,TNS,Active,Part-Time,Zone A,Temporary,Active,IT/IS,Underground,,MA,Laborer,Female,11746,Asian,Divorced,PIP,4,True
2230,Kane,Mcfarland,2018-11-25,,IT Manager - Support,Jose Rivera,PYZ,Active,Part-Time,Zone A,Full-Time,Active,IT/IS,General - Con,,CT,Supervisor,Female,51949,Hispanic,Married,Fully Meets,2,True
